Delivery_person_Age,Delivery_person_Ratings,Type_of_order,Type_of_vehicle,Time_taken,Distance_km
37,4.4,Drinks ,motorcycle ,25,3.108623397
28,5,Drinks ,motorcycle ,29,4.474164174
20,4.9,Snack ,motorcycle ,24,4.66283753
35,4.7,Meal ,motorcycle ,21,3.119619278
38,4.2,Buffet ,motorcycle ,34,6.224825778
29,4.9,Buffet ,motorcycle ,12,1.554147295
39,4.9,Drinks ,scooter ,31,4.679555177
28,4.7,Snack ,motorcycle ,12,1.514279215
39,5,Meal ,scooter ,38,7.498577858
34,4.7,Meal ,scooter ,26,2.982337376
22,4.8,Snack ,scooter ,15,1.531436931
31,4.4,Buffet ,motorcycle ,46,9.086525856
23,4.6,Snack ,electric_scooter ,14,1.554040188
39,4.7,Drinks ,motorcycle ,46,6.044308083
29,4.7,Drinks ,scooter ,23,3.03087512
23,4.9,Buffet ,motorcycle ,14,1.534005079
23,4.6,Drinks ,motorcycle ,19,3.124816286
37,4.9,Buffet ,motorcycle ,39,6.123239004
24,4.8,Drinks ,electric_scooter ,12,1.559882715
20,4.6,Meal ,motorcycle ,17,3.148590641
33,4.3,Drinks ,motorcycle ,27,4.474358203
35,5,Snack ,motorcycle ,17,3.107941095
28,5,Meal ,motorcycle ,29,4.481848354
36,4.6,Drinks ,motorcycle ,23,3.119732907
29,4.6,Drinks ,electric_scooter ,24,4.662207756
31,4.8,Meal ,motorcycle ,30,4.722885901
30,4.7,Drinks ,motorcycle ,26,4.614907172
20,4.9,Snack ,scooter ,16,3.10858884
29,4.6,Buffet ,electric_scooter ,27,4.615529824
29,4.6,Buffet ,motorcycle ,12,1.574295332
29,4.5,Meal ,scooter ,27,4.481912466
28,4.6,Drinks ,motorcycle ,18,3.067941148
29,4.6,Buffet ,scooter ,31,6.05674632
28,4.8,Snack ,motorcycle ,24,4.668825136
25,4.8,Buffet ,electric_scooter ,26,4.663411867
29,4.2,Buffet ,motorcycle ,15,1.521997766
35,4,Snack ,motorcycle ,21,3.02352569
30,4.2,Buffet ,motorcycle ,27,2.940917842
37,4.3,Drinks ,motorcycle ,29,4.661865557
22,4.7,Drinks ,electric_scooter ,15,1.538452729
28,4.9,Snack ,motorcycle ,29,4.566333312
30,4.9,Snack ,motorcycle ,17,3.124714398
34,4.8,Drinks ,scooter ,27,3.12458955
24,4.5,Drinks ,scooter ,15,1.534051587
31,4.7,Drinks ,electric_scooter ,30,4.679409682
31,4.2,Buffet ,motorcycle ,41,6.125485172
20,4.9,Drinks ,scooter ,28,4.499322235
20,4.8,Drinks ,scooter ,14,1.515270883
35,4.9,Drinks ,motorcycle ,26,4.411280551
20,4.1,Meal ,motorcycle ,25,3.124772295
35,4.4,Buffet ,motorcycle ,26,3.108305614
23,4.4,Buffet ,motorcycle ,34,5.959631556
25,4.5,Buffet ,motorcycle ,29,3.061999972
25,4.7,Drinks ,motorcycle ,17,3.077042886
38,4.7,Meal ,scooter ,34,4.533234659
21,4.9,Meal ,electric_scooter ,19,3.067943435
23,4.8,Meal ,scooter ,17,3.119633187
20,4.6,Snack ,electric_scooter ,16,3.062395371
28,5,Snack ,motorcycle ,16,2.987956707
37,4.8,Drinks ,motorcycle ,39,6.08770026
37,4.9,Buffet ,motorcycle ,27,4.601485757
35,5,Buffet ,motorcycle ,26,4.592900737
39,4.7,Buffet ,motorcycle ,33,6.29718109
22,4.8,Drinks ,electric_scooter ,27,4.66211901
34,4.8,Drinks ,motorcycle ,37,6.124526989
24,5,Meal ,electric_scooter ,27,4.600541734
21,4.5,Snack ,motorcycle ,42,7.609760226
28,4.6,Meal ,motorcycle ,17,3.077225949
38,4.6,Meal ,scooter ,15,2.982964393
26,4.4,Buffet ,motorcycle ,34,6.044754205
29,4.6,Snack ,scooter ,17,3.044073051
34,4.9,Meal ,scooter ,13,1.516490642
25,4.8,Buffet ,motorcycle ,21,3.108407013
23,4.5,Buffet ,motorcycle ,22,3.119618007
36,4.2,Buffet ,motorcycle ,43,4.533231328
21,4.9,Snack ,electric_scooter ,28,4.601683729
23,4.8,Snack ,scooter ,18,3.108848627
35,4.8,Meal ,scooter ,34,4.474229607
23,4.7,Meal ,scooter ,10,1.521997766
27,4.7,Meal ,motorcycle ,15,1.574295332
30,4.3,Buffet ,scooter ,33,6.239789353
27,5,Snack ,scooter ,10,1.554300212
22,4.9,Snack ,electric_scooter ,15,1.514212129
30,4.7,Snack ,motorcycle ,28,4.722885901
36,4.6,Snack ,scooter ,28,3.148590641
31,4.8,Buffet ,electric_scooter ,26,3.10858884
23,4.9,Meal ,motorcycle ,15,1.554097482
38,4.9,Meal ,motorcycle ,47,6.217097945
23,4.7,Buffet ,motorcycle ,19,3.04409742
35,4.7,Drinks ,motorcycle ,34,6.239162102
38,4.7,Meal ,motorcycle ,28,4.410643385
34,4.6,Snack ,scooter ,34,6.224825778
26,4.7,Drinks ,scooter ,33,6.15427025
37,4.8,Drinks ,scooter ,26,4.722885901
20,4.9,Meal ,motorcycle ,27,4.474168759
28,4.3,Snack ,motorcycle ,19,3.021790765
35,4.4,Buffet ,motorcycle ,25,3.108842145
20,3.9,Drinks ,motorcycle ,49,7.570789498
39,4,Snack ,motorcycle ,36,6.224654411
20,4.8,Drinks ,motorcycle ,24,2.9828783
29,4.7,Snack ,electric_scooter ,11,1.559877736
23,4.9,Snack ,scooter ,16,3.028450414
30,5,Meal ,motorcycle ,28,4.595911784
37,4.8,Drinks ,motorcycle ,35,6.29718109
39,4.8,Snack ,motorcycle ,25,4.601626369
26,4.6,Snack ,motorcycle ,18,3.056176654
29,3.9,Drinks ,motorcycle ,49,9.358540932
33,4.5,Drinks ,scooter ,25,2.982964018
34,5,Snack ,motorcycle ,29,4.662745588
36,4.9,Snack ,motorcycle ,10,1.534076243
22,3.7,Snack ,motorcycle ,42,7.640069714
30,4.2,Meal ,motorcycle ,34,5.965968902
33,4.9,Meal ,motorcycle ,22,2.933352225
32,4.6,Meal ,scooter ,25,3.028721782
33,4.8,Drinks ,motorcycle ,26,2.987941822
34,5,Meal ,motorcycle ,47,9.358798233
34,4.7,Drinks ,scooter ,26,4.533319265
27,4.7,Buffet ,scooter ,26,4.533361866
24,4.7,Drinks ,electric_scooter ,21,3.148590641
29,4.6,Snack ,motorcycle ,22,3.022082449
29,4.6,Meal ,motorcycle ,22,3.077007069
33,4.8,Meal ,motorcycle ,24,3.108281812
24,4.5,Snack ,motorcycle ,19,3.108569947
29,4.6,Buffet ,bicycle ,39,6.239303099
31,4.5,Buffet ,motorcycle ,23,4.54565597
32,4.8,Meal ,scooter ,35,6.239162102
29,4.8,Meal ,motorcycle ,33,6.065663653
28,4.6,Buffet ,motorcycle ,17,2.983133949
21,4.8,Drinks ,motorcycle ,24,2.987981773
21,4.6,Snack ,scooter ,13,1.574295332
29,4.6,Buffet ,electric_scooter ,11,1.559864819
28,4.1,Snack ,motorcycle ,23,3.112466572
35,4.5,Buffet ,scooter ,29,4.67953163
39,4.7,Buffet ,motorcycle ,25,3.108083834
35,4.3,Snack ,motorcycle ,34,6.15427025
38,4.6,Drinks ,electric_scooter ,29,3.108049708
31,4.9,Drinks ,motorcycle ,26,3.068110012
23,4.7,Snack ,motorcycle ,12,1.559877704
30,4.2,Drinks ,motorcycle ,34,4.545684985
27,5,Snack ,scooter ,21,3.077069908
29,4.4,Snack ,motorcycle ,43,7.456654977
34,5,Meal ,scooter ,17,3.067831711
21,4.9,Meal ,scooter ,19,3.076645107
20,4.7,Snack ,motorcycle ,10,1.493907549
35,4.7,Drinks ,electric_scooter ,27,3.148590641
27,4.8,Snack ,scooter ,16,3.063986309
26,4.2,Drinks ,motorcycle ,32,6.065661808
26,4.8,Buffet ,scooter ,16,3.112507227
25,4.1,Snack ,motorcycle ,17,3.062981659
30,4.6,Buffet ,motorcycle ,23,3.148590641
22,4.3,Meal ,motorcycle ,28,3.044056188
33,4.2,Meal ,motorcycle ,38,4.542736916
27,4.9,Buffet ,motorcycle ,20,3.022264968
32,4.9,Meal ,motorcycle ,27,3.108407013
34,4,Meal ,scooter ,34,4.566070527
36,4.3,Drinks ,motorcycle ,33,6.217821767
38,5,Meal ,scooter ,29,4.584165464
23,4.5,Snack ,electric_scooter ,28,4.6623701
27,4.7,Buffet ,motorcycle ,22,3.077087223
20,5,Drinks ,motorcycle ,30,4.687276914
29,4.6,Buffet ,scooter ,47,6.224817036
23,4.9,Snack ,motorcycle ,21,3.112471119
30,4.6,Drinks ,scooter ,21,3.076865206
23,4.7,Buffet ,scooter ,19,3.067896767
32,5,Meal ,motorcycle ,15,1.511172734
24,4.7,Buffet ,motorcycle ,14,1.499830062
35,4.2,Snack ,motorcycle ,33,5.881462076
36,5,Drinks ,motorcycle ,32,6.044208578
29,4.5,Meal ,scooter ,10,1.491514206
29,3.6,Buffet ,motorcycle ,54,9.098185791
28,4,Drinks ,motorcycle ,38,6.056566078
30,4.4,Buffet ,motorcycle ,27,4.469768455
38,4.1,Meal ,motorcycle ,33,6.133970127
25,4.7,Drinks ,electric_scooter ,26,3.108138816
36,5,Drinks ,motorcycle ,13,1.554057245
38,4.8,Buffet ,scooter ,28,3.112385613
36,4.2,Drinks ,motorcycle ,32,6.087703519
26,4.2,Drinks ,motorcycle ,32,6.29718109
22,4.9,Meal ,motorcycle ,30,4.469866319
28,4.8,Meal ,motorcycle ,18,3.091835984
23,4.7,Meal ,motorcycle ,12,1.554032275
25,5,Meal ,motorcycle ,32,6.088201685
33,4.9,Buffet ,motorcycle ,24,3.063361163
34,4.9,Meal ,scooter ,28,4.722885901
25,5,Drinks ,motorcycle ,29,4.474210004
38,4.9,Snack ,motorcycle ,33,4.67950283
34,4.6,Meal ,motorcycle ,26,3.112617367
38,4.6,Snack ,motorcycle ,31,4.594240316
37,4.9,Buffet ,scooter ,31,4.6623701
36,4.7,Drinks ,motorcycle ,22,2.983133949
32,4,Buffet ,motorcycle ,34,6.216044948
32,4.8,Buffet ,scooter ,28,3.067435352
37,4.1,Drinks ,motorcycle ,39,6.124615268
36,4.6,Drinks ,motorcycle ,37,4.565849548
35,4.4,Meal ,motorcycle ,26,3.119639744
38,4,Snack ,scooter ,32,4.686848663
21,4.8,Drinks ,motorcycle ,26,4.566377678
38,4.3,Snack ,motorcycle ,24,4.593500269
26,5,Buffet ,scooter ,12,1.491449569
24,5,Buffet ,scooter ,28,2.933622899
26,4.7,Snack ,motorcycle ,20,3.062123765
31,4.9,Buffet ,motorcycle ,46,4.663227354
30,4.9,Drinks ,scooter ,26,4.533045436
32,4.4,Snack ,motorcycle ,38,6.134713071
31,4.3,Snack ,motorcycle ,33,4.601588803
23,4.8,Drinks ,motorcycle ,17,3.119637828
30,5,Drinks ,motorcycle ,23,4.533643805
36,4.9,Buffet ,motorcycle ,35,6.21563715
39,4.2,Meal ,motorcycle ,32,6.24931153
30,4.3,Snack ,motorcycle ,29,3.032906509
36,4.7,Snack ,motorcycle ,45,4.54932157
36,4.8,Drinks ,motorcycle ,16,3.148590641
31,4.6,Buffet ,scooter ,26,4.584169839
34,4.3,Buffet ,motorcycle ,33,6.123824099
20,5,Snack ,motorcycle ,35,4.615529824
27,4.3,Buffet ,motorcycle ,24,4.662162247
24,4.9,Drinks ,scooter ,25,4.662745588
33,5,Drinks ,motorcycle ,16,3.10858884
26,4.9,Buffet ,motorcycle ,20,3.022258309
26,4.9,Buffet ,motorcycle ,16,3.044071615
28,4.9,Snack ,motorcycle ,31,4.56601243
39,4.9,Meal ,motorcycle ,23,2.982964018
38,4.6,Buffet ,electric_scooter ,25,3.03295355
29,4.6,Drinks ,motorcycle ,29,3.076645107
39,4.7,Snack ,scooter ,15,1.514548188
24,4.4,Buffet ,motorcycle ,29,4.592934028
30,5,Meal ,electric_scooter ,24,3.091349621
26,4.7,Snack ,motorcycle ,17,3.044270065
37,4.8,Buffet ,scooter ,30,4.60189505
31,4.5,Drinks ,motorcycle ,24,3.148590641
34,4.6,Snack ,motorcycle ,26,3.077042886
22,4.6,Snack ,motorcycle ,24,4.722885901
30,4.5,Meal ,motorcycle ,27,3.032932095
27,4.6,Meal ,scooter ,25,3.022258309
33,4.2,Drinks ,motorcycle ,31,6.061062023
27,5,Buffet ,scooter ,14,1.562439977
31,4.4,Meal ,motorcycle ,34,4.602101283
36,4.2,Meal ,motorcycle ,22,3.044270065
22,4.1,Buffet ,motorcycle ,26,3.063137547
34,4.8,Snack ,scooter ,27,3.108083834
37,4.9,Drinks ,scooter ,24,4.474358765
33,4.5,Buffet ,motorcycle ,26,3.108281812
23,4.6,Snack ,scooter ,16,3.028668789
37,4.7,Buffet ,motorcycle ,19,3.108263999
25,5,Buffet ,motorcycle ,25,3.076865206
37,4.7,Drinks ,scooter ,16,3.022043895
38,5,Drinks ,motorcycle ,32,4.722885901
28,4.1,Drinks ,motorcycle ,36,4.663400735
26,4.6,Snack ,motorcycle ,25,3.028766447
28,4.1,Meal ,motorcycle ,29,3.112303519
22,4.8,Meal ,motorcycle ,14,1.554292537
38,4.8,Buffet ,scooter ,23,4.549306098
34,5,Drinks ,motorcycle ,26,3.032918406
36,4.7,Buffet ,scooter ,33,6.136015935
21,4.3,Buffet ,motorcycle ,22,3.067767914
35,4,Buffet ,motorcycle ,32,6.215976648
20,4.9,Drinks ,motorcycle ,12,1.531590609
20,4.9,Meal ,motorcycle ,22,3.077069908
39,4.1,Snack ,motorcycle ,32,6.216488833
24,4.9,Drinks ,motorcycle ,23,4.535950108
39,4.8,Drinks ,motorcycle ,24,2.940733981
28,4.8,Snack ,scooter ,11,1.574295332
25,4.8,Snack ,scooter ,15,1.562321684
20,5,Drinks ,scooter ,23,3.148590641
22,4.7,Meal ,motorcycle ,11,1.554420678
30,4.6,Meal ,motorcycle ,25,4.66211901
20,4.5,Snack ,scooter ,11,1.466802683
25,4.7,Drinks ,motorcycle ,11,1.554436826
24,4.7,Snack ,scooter ,18,3.062790652
21,4.5,Snack ,scooter ,29,4.595914236
34,4.8,Buffet ,motorcycle ,21,3.076645107
32,4.7,Meal ,scooter ,30,4.535537566
27,4.6,Meal ,motorcycle ,32,6.21644128
29,4.6,Drinks ,motorcycle ,24,4.601781337
26,4.7,Drinks ,electric_scooter ,10,1.522135185
29,4.6,Meal ,scooter ,32,6.216441195
33,4.8,Meal ,scooter ,25,4.565869543
20,4.9,Drinks ,scooter ,16,3.067441858
22,4.3,Drinks ,motorcycle ,43,6.29718109
32,4.2,Meal ,scooter ,32,4.542730786
35,4,Drinks ,motorcycle ,38,6.061056602
35,4.8,Snack ,scooter ,13,1.533742248
24,4.8,Snack ,motorcycle ,13,1.514311004
33,4,Snack ,motorcycle ,32,6.153632414
39,5,Buffet ,motorcycle ,21,3.148590641
26,4.3,Drinks ,scooter ,33,5.965968902
37,4.2,Drinks ,motorcycle ,31,3.108964171
37,5,Drinks ,motorcycle ,32,4.584197049
35,4.6,Meal ,motorcycle ,29,3.124757049
34,4.9,Meal ,scooter ,21,3.108834265
27,4.8,Snack ,scooter ,19,3.062395371
21,4.2,Buffet ,motorcycle ,22,3.077225949
21,4.8,Meal ,electric_scooter ,17,3.04394335
25,4.9,Snack ,motorcycle ,31,4.662028536
33,4.8,Buffet ,motorcycle ,32,6.29718109
34,4.2,Meal ,electric_scooter ,37,6.29718109
26,4.3,Snack ,motorcycle ,48,9.230538155
22,4.2,Meal ,motorcycle ,29,3.148590641
26,4.5,Drinks ,motorcycle ,46,6.044378218
27,4.7,Meal ,motorcycle ,10,1.494017053
35,4.2,Meal ,electric_scooter ,33,4.54932157
25,4.2,Meal ,motorcycle ,44,6.044308083
29,4.7,Snack ,motorcycle ,28,3.108281855
22,4.6,Drinks ,scooter ,15,1.51126668
28,4.7,Drinks ,scooter ,18,3.112452777
36,4.4,Snack ,motorcycle ,37,6.216441195
39,4.5,Snack ,scooter ,29,3.112471119
26,4.3,Drinks ,motorcycle ,17,3.12490295
28,4.1,Drinks ,motorcycle ,40,4.6623701
34,4.7,Drinks ,electric_scooter ,24,3.023666123
32,4.4,Snack ,motorcycle ,36,6.046880011
36,4.7,Meal ,motorcycle ,36,5.967022481
37,4.1,Buffet ,motorcycle ,35,4.679629539
38,4.8,Meal ,scooter ,28,4.662412535
25,4.7,Drinks ,motorcycle ,29,4.722885901
35,4.8,Snack ,motorcycle ,24,3.108573866
27,4.8,Buffet ,motorcycle ,25,4.663170843
38,4.9,Snack ,motorcycle ,29,3.112556295
33,4.9,Meal ,motorcycle ,30,4.400205085
28,4.7,Snack ,motorcycle ,18,3.02352569
21,4.9,Meal ,motorcycle ,16,3.112608278
37,4.9,Drinks ,scooter ,10,1.511170489
22,4.6,Drinks ,motorcycle ,16,3.11961262
29,4.6,Meal ,bicycle ,24,3.028373277
20,4.7,Drinks ,electric_scooter ,10,1.554326927
33,4.7,Meal ,motorcycle ,30,4.565843137
34,4.7,Drinks ,motorcycle ,24,3.119703624
35,4.9,Snack ,scooter ,27,4.566223096
22,4.2,Meal ,motorcycle ,26,4.6623701
37,4.5,Buffet ,scooter ,24,3.028448579
20,4.8,Buffet ,motorcycle ,21,3.108747506
28,4.9,Drinks ,electric_scooter ,27,4.549355142
29,4.6,Buffet ,motorcycle ,23,3.022258309
27,4.1,Meal ,motorcycle ,54,6.217575658
24,4.3,Meal ,motorcycle ,22,3.112385322
26,4.6,Meal ,electric_scooter ,30,3.148590641
30,4.1,Drinks ,motorcycle ,31,4.532987595
39,4.8,Meal ,scooter ,19,2.982832869
28,4.6,Meal ,scooter ,17,3.044056188
37,4.7,Meal ,motorcycle ,20,3.108843275
25,4.7,Snack ,motorcycle ,11,1.491514206
36,4.7,Drinks ,scooter ,21,3.119637828
32,4.6,Drinks ,motorcycle ,27,4.67938791
25,4.5,Buffet ,scooter ,15,1.574295332
39,4.7,Drinks ,motorcycle ,25,3.148590641
34,4.2,Meal ,motorcycle ,25,3.076840217
24,4.9,Meal ,motorcycle ,31,6.044308083
37,4.7,Snack ,electric_scooter ,36,4.722885901
30,4.3,Buffet ,motorcycle ,29,4.679409682
38,4.6,Buffet ,motorcycle ,30,4.722885901
39,4.9,Buffet ,scooter ,29,4.594265457
22,4.7,Meal ,motorcycle ,26,4.566221875
22,4.5,Drinks ,scooter ,27,4.615450257
20,4.8,Snack ,motorcycle ,16,3.108569947
33,4.8,Buffet ,scooter ,15,1.554302171
29,4.6,Snack ,bicycle ,15,1.559877736
32,4.8,Drinks ,motorcycle ,13,1.491498109
36,4.7,Buffet ,scooter ,33,4.545407451
29,4.6,Snack ,motorcycle ,17,3.119732907
39,5,Buffet ,motorcycle ,32,4.474627889
23,4.7,Drinks ,scooter ,16,3.023503964
20,4.6,Snack ,scooter ,17,3.091747626
24,4.4,Meal ,motorcycle ,32,4.668568873
35,4.5,Snack ,scooter ,27,4.668825136
22,4.8,Buffet ,electric_scooter ,28,4.549358118
35,5,Drinks ,scooter ,29,4.601485757
34,4.4,Meal ,motorcycle ,36,4.533643805
22,4.9,Drinks ,motorcycle ,15,1.574295332
35,4.7,Drinks ,motorcycle ,34,6.23935471
20,4.7,Drinks ,motorcycle ,14,1.511075354
29,4.6,Snack ,scooter ,31,6.044204136
23,4.7,Snack ,scooter ,13,1.531539118
36,4.9,Snack ,motorcycle ,48,6.043956234
22,4.7,Drinks ,motorcycle ,17,3.029045522
31,4.7,Drinks ,scooter ,25,2.9828783
36,4.7,Drinks ,scooter ,25,4.593461072
33,4.7,Buffet ,motorcycle ,39,6.217055701
29,4.7,Drinks ,motorcycle ,22,3.148590641
24,4.8,Drinks ,motorcycle ,20,3.061707561
36,4.6,Meal ,electric_scooter ,31,4.679629539
31,4.9,Drinks ,motorcycle ,30,3.076905796
21,4.8,Meal ,electric_scooter ,34,6.224967956
37,4.9,Meal ,motorcycle ,27,4.535178097
24,4.7,Drinks ,motorcycle ,19,3.067918717
39,4.9,Snack ,scooter ,13,1.538627826
34,4.9,Meal ,scooter ,26,3.077231225
37,4.9,Meal ,motorcycle ,22,3.148590641
28,4.6,Buffet ,motorcycle ,20,3.022082449
35,4.3,Snack ,motorcycle ,33,4.662745588
34,4.9,Snack ,motorcycle ,23,4.400481493
35,5,Meal ,scooter ,29,4.533319265
20,4.5,Buffet ,scooter ,27,4.499280618
39,4.9,Drinks ,scooter ,11,1.53863569
23,4.1,Snack ,motorcycle ,35,6.239385092
33,4.6,Drinks ,motorcycle ,41,5.965435064
23,4.4,Drinks ,motorcycle ,45,4.54932157
36,4.3,Drinks ,motorcycle ,26,4.679629539
27,4.7,Drinks ,electric_scooter ,15,2.982971182
24,4.5,Snack ,electric_scooter ,10,1.554156198
29,4.9,Snack ,motorcycle ,21,3.056044306
33,4.1,Drinks ,motorcycle ,29,3.119631583
29,4.6,Buffet ,scooter ,16,3.062870626
24,4.8,Buffet ,scooter ,11,1.574295332
31,4.7,Drinks ,scooter ,27,4.663075616
32,4.4,Drinks ,scooter ,32,4.469812178
35,4.7,Meal ,electric_scooter ,27,3.11961262
23,4.6,Snack ,motorcycle ,11,1.53855015
38,4.9,Buffet ,scooter ,31,4.542736916
34,4.9,Meal ,motorcycle ,26,4.615503997
31,4.3,Meal ,motorcycle ,33,4.469088191
38,4.8,Buffet ,scooter ,19,3.062830119
35,4.2,Drinks ,motorcycle ,35,4.542736916
35,4.9,Drinks ,motorcycle ,48,9.337050923
32,4.5,Snack ,scooter ,18,3.044071615
38,4.8,Meal ,motorcycle ,34,6.06155962
39,4.6,Buffet ,scooter ,19,3.028487297
33,4.6,Snack ,scooter ,24,4.722885901
32,4.8,Snack ,motorcycle ,29,4.474033743
36,4.5,Meal ,scooter ,29,4.679389818
27,4.3,Drinks ,motorcycle ,36,4.687318991
24,4.9,Snack ,electric_scooter ,17,3.067642655
28,4.4,Drinks ,motorcycle ,32,6.061310152
38,4.5,Drinks ,scooter ,26,3.022098569
21,4.5,Meal ,motorcycle ,12,1.491458677
22,4.9,Meal ,motorcycle ,19,3.077042886
23,4.6,Meal ,scooter ,17,3.107941095
29,4.7,Meal ,motorcycle ,29,3.108277335
21,4.9,Drinks ,scooter ,14,1.514380535
36,4.8,Buffet ,scooter ,33,5.965446871
23,4.7,Meal ,motorcycle ,13,1.522004428
39,4.1,Buffet ,motorcycle ,34,4.668769475
21,4,Meal ,motorcycle ,33,4.549318608
36,4.8,Buffet ,motorcycle ,27,3.0216076
35,4.7,Snack ,motorcycle ,32,5.975730278
23,4.9,Meal ,motorcycle ,25,4.662564689
35,4.3,Buffet ,motorcycle ,33,6.065636263
38,4.9,Buffet ,motorcycle ,33,4.60181626
33,4.3,Meal ,motorcycle ,22,3.091173187
33,4.6,Snack ,motorcycle ,15,1.554302171
30,4.1,Meal ,motorcycle ,30,3.112541973
30,4.6,Drinks ,scooter ,25,4.662207756
31,4.4,Buffet ,motorcycle ,24,2.983101525
22,4.7,Snack ,motorcycle ,26,4.474161451
37,4.4,Buffet ,motorcycle ,42,6.217821767
23,4.8,Buffet ,scooter ,13,1.554497252
31,4.8,Snack ,motorcycle ,29,4.66865619
32,4.3,Drinks ,motorcycle ,33,6.224996623
21,4.9,Meal ,scooter ,27,4.594240316
25,4.2,Buffet ,motorcycle ,43,6.08840468
29,4.5,Snack ,motorcycle ,19,3.148590641
31,4.7,Meal ,scooter ,15,1.556218658
31,4.7,Snack ,motorcycle ,17,3.044222461
36,5,Drinks ,motorcycle ,30,5.866810062
21,4.8,Snack ,scooter ,13,1.538555053
27,4.6,Snack ,motorcycle ,25,4.6623701
30,4,Drinks ,scooter ,34,4.663219323
21,4.5,Drinks ,scooter ,18,3.06779348
39,4.6,Drinks ,scooter ,24,3.108573866
35,4.8,Snack ,motorcycle ,54,10.6539406
25,4.6,Drinks ,motorcycle ,16,3.04396095
20,4.6,Buffet ,motorcycle ,22,3.148590641
32,4.8,Snack ,scooter ,22,2.983628159
38,4,Buffet ,motorcycle ,35,6.065636263
39,4.8,Drinks ,motorcycle ,32,6.056880595
34,4.5,Drinks ,scooter ,23,2.982747743
28,4.6,Drinks ,motorcycle ,14,1.514408677
23,4.9,Buffet ,scooter ,29,4.615503997
35,4.2,Drinks ,motorcycle ,34,4.67953163
22,4.5,Meal ,motorcycle ,22,3.067943435
30,4.6,Snack ,motorcycle ,39,4.542730786
34,4.5,Meal ,scooter ,17,3.032906509
29,4.6,Buffet ,motorcycle ,20,3.032918406
28,4.9,Drinks ,scooter ,22,3.148590641
35,4.8,Buffet ,motorcycle ,11,1.52212223
25,4.8,Buffet ,motorcycle ,20,3.119632515
23,4.8,Buffet ,motorcycle ,16,3.067837573
24,3.8,Buffet ,motorcycle ,40,4.543006277
35,4.3,Buffet ,motorcycle ,44,7.811580033
39,5,Meal ,electric_scooter ,16,3.028734743
23,4.9,Buffet ,scooter ,26,4.410546324
26,4.6,Snack ,motorcycle ,16,3.022223062
29,4.6,Snack ,motorcycle ,29,4.549298791
28,4.8,Buffet ,motorcycle ,24,4.593461072
36,4.9,Drinks ,motorcycle ,25,3.067642655
28,4.7,Snack ,scooter ,16,2.987848705
23,4.9,Drinks ,motorcycle ,19,3.028487297
38,4.2,Meal ,motorcycle ,40,6.05661137
30,4.4,Buffet ,motorcycle ,31,6.126722384
29,4.4,Snack ,motorcycle ,26,4.686841296
25,5,Snack ,motorcycle ,13,1.466763835
31,4.6,Drinks ,motorcycle ,36,6.239285008
39,4.9,Buffet ,motorcycle ,18,3.043945994
37,4.6,Snack ,motorcycle ,41,7.798885715
24,4.4,Drinks ,motorcycle ,17,3.11961262
38,4.8,Snack ,electric_scooter ,26,3.108592612
29,4.4,Snack ,motorcycle ,16,3.091670945
38,4.9,Snack ,motorcycle ,36,4.66280918
29,4.6,Snack ,motorcycle ,22,3.062351252
21,4.9,Meal ,scooter ,10,1.491580019
31,4.4,Meal ,scooter ,32,4.532333034
30,5,Meal ,motorcycle ,25,4.67941069
34,4.8,Drinks ,motorcycle ,28,4.615237407
36,4.9,Buffet ,motorcycle ,18,3.119633187
34,4.8,Snack ,scooter ,26,4.615778663
34,4.9,Drinks ,scooter ,32,6.154046806
32,4.6,Buffet ,motorcycle ,49,7.571534087
31,4.2,Meal ,motorcycle ,27,3.108049708
25,4.7,Meal ,scooter ,14,1.533842622
36,4.5,Drinks ,scooter ,28,4.400286488
29,4.7,Buffet ,scooter ,25,3.112579066
20,5,Drinks ,motorcycle ,24,4.66235009
37,4.3,Meal ,motorcycle ,35,6.056696871
23,4.9,Snack ,scooter ,12,1.55450096
35,4.6,Meal ,motorcycle ,25,4.476748797
21,4.9,Buffet ,scooter ,18,3.032929199
26,4.5,Meal ,motorcycle ,22,3.108527568
27,4.6,Meal ,motorcycle ,19,3.056158518
29,4.6,Snack ,scooter ,29,4.535170438
22,4.7,Buffet ,motorcycle ,11,1.556247741
20,4.9,Meal ,scooter ,25,4.474358203
32,4.7,Snack ,motorcycle ,17,3.067831711
34,4.7,Snack ,scooter ,23,3.043945994
27,4.8,Snack ,motorcycle ,19,2.982837741
29,4.9,Meal ,scooter ,16,3.108561937
37,4.1,Buffet ,motorcycle ,32,4.61557052
30,4.8,Drinks ,scooter ,25,4.615529824
23,5,Buffet ,motorcycle ,19,3.022045053
31,4.7,Drinks ,motorcycle ,26,4.533297673
25,4.6,Buffet ,scooter ,12,1.562304202
21,4.4,Meal ,electric_scooter ,32,6.29718109
22,5,Meal ,motorcycle ,23,4.474033743
33,4.9,Buffet ,motorcycle ,16,3.112541973
24,3.7,Drinks ,motorcycle ,45,7.456654977
38,4.7,Buffet ,motorcycle ,21,3.108624024
31,4.7,Snack ,electric_scooter ,26,3.03087512
36,4.9,Meal ,scooter ,15,2.984557512
26,4.4,Meal ,motorcycle ,24,3.062830119
31,4,Meal ,scooter ,32,4.400336847
27,4.9,Meal ,motorcycle ,36,4.543491979
32,4.4,Buffet ,motorcycle ,34,6.217094763
